Local time,Open,High,Low,Close
2019-01-01 08:00:00,110475.83,110889.27,109865.95,110701.14
2019-01-01 09:00:00,110704.81,111082.42,109328.34,110213.31
2019-01-01 10:00:00,110242.75,111218.58,110140.67,111218.58
2019-01-01 11:00:00,111203.94,111878.97,110951.48,111646.81
2019-01-01 12:00:00,111652.78,112755.4,111326.8,112097.52
2019-01-01 13:00:00,112112.47,113364.87,111710.03,113018.73
2019-01-01 14:00:00,113039.31,113307.53,111424.48,111636.07
2019-01-01 15:00:00,111652.3,112461.06,110975.06,112438.71
2019-01-01 16:00:00,112447.91,113895.93,112357.92,113616.91
2019-01-01 17:00:00,113653.17,114563.17,113470.18,113901.4
2019-01-01 18:00:00,113901.99,114404.66,112360.54,112457.08
2019-01-01 19:00:00,112498.71,112791.62,111788.95,112465.27
2019-01-01 20:00:00,112476.22,112659.21,111818.91,112065.0
2019-01-01 21:00:00,112109.49,112920.03,111595.38,112792.16
2019-01-01 22:00:00,112800.04,113714.89,112378.51,113373.33
2019-01-01 23:00:00,113403.22,114423.12,113116.72,113802.89
2019-01-02 00:00:00,113807.85,114607.24,113592.83,114357.61
2019-01-02 01:00:00,114367.3,115914.5,114072.65,115877.94
2019-01-02 02:00:00,115871.38,117023.63,115723.86,115937.18
2019-01-02 03:00:00,115928.96,116503.84,115217.15,115383.91
2019-01-02 04:00:00,115396.78,116083.48,114900.45,115142.74
2019-01-02 05:00:00,115140.14,115330.16,113532.39,114145.52
2019-01-02 06:00:00,114158.86,114800.92,113469.99,114513.73
2019-01-02 07:00:00,114495.16,115761.26,114495.16,115212.54
2019-01-02 08:00:00,115209.45,115395.36,113227.39,113748.61
2019-01-02 09:00:00,113765.4,114773.91,113572.74,114198.95
2019-01-02 10:00:00,114144.4,114184.02,112794.63,113033.91
2019-01-02 11:00:00,113031.51,113554.66,112439.91,112930.18
2019-01-02 12:00:00,112933.65,113982.95,112779.02,113392.95
2019-01-02 13:00:00,113392.05,113962.53,112689.35,112776.16
2019-01-02 14:00:00,112770.18,113658.16,112501.06,113587.19
2019-01-02 15:00:00,113572.31,113695.04,111933.13,112130.36
2019-01-02 16:00:00,112125.79,112829.94,109838.66,110065.97
2019-01-02 17:00:00,110085.46,111022.29,109698.8,110835.06
2019-01-02 18:00:00,110835.61,111568.17,109980.75,110126.09
2019-01-02 19:00:00,110127.77,110745.65,109290.15,109645.22
2019-01-02 20:00:00,109613.87,110333.0,108854.12,108919.23
2019-01-02 21:00:00,108909.88,109559.43,108246.81,108552.03
2019-01-02 22:00:00,108536.01,109696.79,108166.0,109097.92
2019-01-02 23:00:00,109081.15,109733.69,108645.54,109733.69
2019-01-03 00:00:00,109746.3,110828.81,108448.96,108459.75
2019-01-03 01:00:00,108473.82,108843.71,106959.98,107056.6
2019-01-03 02:00:00,107053.22,107958.85,106627.29,107727.08
2019-01-03 03:00:00,107712.52,107855.69,107115.99,107252.83
2019-01-03 04:00:00,107244.06,109512.58,107209.83,108130.58
2019-01-03 05:00:00,108118.65,108215.68,107310.9,107593.42
2019-01-03 06:00:00,107599.8,107839.78,107157.5,107436.91
2019-01-03 07:00:00,107452.94,108053.66,106805.29,107229.07
2019-01-03 08:00:00,107255.9,108308.6,106784.81,106997.8
2019-01-03 09:00:00,106968.0,107333.9,105833.22,105950.54
2019-01-03 10:00:00,105945.52,106432.18,105423.79,105713.66
2019-01-03 11:00:00,105701.64,107249.44,105555.38,107110.93
2019-01-03 12:00:00,107130.49,107836.05,106746.61,106970.8
2019-01-03 13:00:00,106992.36,107408.53,106246.49,106331.89
2019-01-03 14:00:00,106311.54,107229.05,106112.25,106522.45
2019-01-03 15:00:00,106526.56,107873.69,106403.1,107220.96
2019-01-03 16:00:00,107202.92,108604.9,107038.51,108095.74
2019-01-03 17:00:00,108132.2,109088.77,107766.89,108843.24
2019-01-03 18:00:00,108861.66,110030.26,108797.23,109766.02
2019-01-03 19:00:00,109775.74,109933.7,108813.96,109777.0
2019-01-03 20:00:00,109793.26,110752.28,109772.29,110296.63
2019-01-03 21:00:00,110296.67,111747.59,110015.96,111328.91
2019-01-03 22:00:00,111334.29,112733.7,110984.73,112625.36
2019-01-03 23:00:00,112613.81,112679.15,111563.48,111647.52
2019-01-04 00:00:00,111629.89,111853.84,110083.8,110170.8
2019-01-04 01:00:00,110207.51,112129.94,110204.18,111851.1
2019-01-04 02:00:00,111859.04,112538.16,110111.27,110111.27
2019-01-04 03:00:00,110169.3,111007.66,109793.73,110803.62
2019-01-04 04:00:00,110785.97,110901.04,109658.01,109873.27
2019-01-04 05:00:00,109869.71,110571.27,109230.43,110273.63
2019-01-04 06:00:00,110286.37,111241.41,110055.47,110445.15
2019-01-04 07:00:00,110422.36,112093.19,110279.32,111927.31
2019-01-04 08:00:00,111922.04,112088.06,111058.03,111807.9
2019-01-04 09:00:00,111818.12,112620.32,111277.53,112397.34
2019-01-04 10:00:00,112342.66,112567.0,111628.11,112324.31
2019-01-04 11:00:00,112337.34,112557.28,111260.67,111520.93
2019-01-04 12:00:00,111513.1,112385.79,111221.53,112290.27
2019-01-04 13:00:00,112271.68,112583.91,111441.41,112408.47
2019-01-04 14:00:00,112378.02,112900.83,112092.3,112246.11
2019-01-04 15:00:00,112294.8,112913.71,111607.24,111781.3
2019-01-04 16:00:00,111811.27,113161.41,111385.0,112960.75
2019-01-04 17:00:00,112959.61,113012.27,112433.34,112458.04
2019-01-04 18:00:00,112401.62,114016.42,112225.02,113763.53
2019-01-04 19:00:00,113751.21,114912.21,113440.89,114661.28
2019-01-04 20:00:00,114704.61,115396.45,114199.16,115079.82
2019-01-04 21:00:00,115089.02,116081.6,114902.8,115365.31
2019-01-04 22:00:00,115383.61,115603.68,114804.07,115529.55
2019-01-04 23:00:00,115499.02,116846.14,115444.4,116716.73
2019-01-05 00:00:00,116707.64,117170.4,116035.45,116167.63
2019-01-05 01:00:00,116128.52,116177.83,114630.24,114920.59
2019-01-05 02:00:00,114899.98,115130.57,113599.34,113833.74
2019-01-05 03:00:00,113823.75,114991.38,113803.36,114664.02
2019-01-05 04:00:00,114691.17,115329.25,113553.83,113816.2
2019-01-05 05:00:00,113831.86,114066.26,113179.21,113466.35
2019-01-05 06:00:00,113479.92,113633.77,112804.76,113062.3
2019-01-05 07:00:00,113067.16,114067.69,113052.28,113246.29
2019-01-05 08:00:00,113244.23,113344.83,111720.73,111811.3
2019-01-05 09:00:00,111808.7,112189.88,111313.53,111841.55
2019-01-05 10:00:00,111818.75,112740.5,111745.27,111916.9
2019-01-05 11:00:00,111922.38,113946.19,111646.47,112606.27
2019-01-05 12:00:00,112658.94,113819.19,112579.88,113439.76
2019-01-05 13:00:00,113442.07,114548.3,111940.46,111958.86
2019-01-05 14:00:00,111948.91,112937.87,111771.08,112352.27
2019-01-05 15:00:00,112316.47,112725.19,111774.75,112508.18
2019-01-05 16:00:00,112506.92,113425.01,112432.03,113275.31
2019-01-05 17:00:00,113275.18,114101.14,112682.39,112867.29
2019-01-05 18:00:00,112881.74,113391.43,112666.84,113126.96
2019-01-05 19:00:00,113079.06,113354.24,112051.04,112631.87
2019-01-05 20:00:00,112642.48,113201.43,112146.17,112679.72
2019-01-05 21:00:00,112658.19,114283.1,112424.67,114058.8
2019-01-05 22:00:00,114041.12,114056.5,113042.25,113496.78
2019-01-05 23:00:00,113462.6,114698.28,112839.35,114503.44
2019-01-06 00:00:00,114524.41,115139.9,113987.71,114678.48
2019-01-06 01:00:00,114692.04,115405.38,114174.48,114981.39
2019-01-06 02:00:00,114983.37,116018.05,114525.83,115914.96
2019-01-06 03:00:00,115903.67,116213.23,115020.19,115412.02
2019-01-06 04:00:00,115430.64,115588.27,114403.84,115008.69
2019-01-06 05:00:00,115005.07,115078.06,113923.7,114397.54
2019-01-06 06:00:00,114414.17,114530.88,112941.93,113039.43
2019-01-06 07:00:00,112988.98,113508.52,112354.85,113045.5
2019-01-06 08:00:00,113048.52,113811.8,112591.5,113053.28
2019-01-06 09:00:00,113064.63,113654.11,112244.09,112498.76
2019-01-06 10:00:00,112496.74,114216.83,112420.94,113707.38
2019-01-06 11:00:00,113700.15,114092.49,113076.74,113537.33
2019-01-06 12:00:00,113580.1,113972.55,113012.13,113265.59
2019-01-06 13:00:00,113265.93,113396.74,112718.58,113206.96
2019-01-06 14:00:00,113190.82,113979.13,112824.6,113855.02
2019-01-06 15:00:00,113857.72,114006.13,112839.87,113312.36
2019-01-06 16:00:00,113351.01,113928.81,112363.5,112867.92
